Idref,Functional.Group,FunctGr.symbol,PFT.group,Species,Family,Site,N.Treat,P.Treat,Treatm,Date,Replicate,low_breakpoint,high_breakpoint,avgTleaf,theta,Amax,QY,Rl,Rd.apparent,Rd.actual,satPAR,PSsat,Jsat,Vcsat,Vosat,Gssat,Cisat,PARactual100,PS100,J100,Vc100,Vo100,Gs100,Ci100,PARactualdark,Rdark,LI_ratio,Positive.Rlight.actual,Positive.Rdark,Rlight.Asat,Rdark.Asat,Amax.mb,Asat.mb,Jsat.mb,Vcsat.mb,Vosat.mb,A100.mb,J100.mb,Vc100.mb,Vo100.mb,Rlight.mb,Rdark.mb,Amax.Nb,Asat.Nb,Rlight.Nb,Rdark.Nb,Amax.Pb,Asat.Pb,Rlight.Pb,Rdark.Pb,Nmass,Pmass,N.P,Narea,Parea,LMA,FMA,DMC,Glucose.mb,Fructose.mb,Sucrose.mb,TotalSugars.mb,Starch.mb,TNC.mb,logPm,logNm,logLMA,logRd.m,logAsat.m
521,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,1,20,60,24.19,0.7,8.67,0.04,0.33,0.36,0.33,1799,8.62,47.72,9.5,2.43,0.16,294.5,101,3.88,19.65,4,0.91,0.14,341,-0.86,-0.33,-1.23,NA,0.33,NA,0.039,41.97,41.74,231.11,46.02,11.76,197,836,212,474,NA,1.62,5.73,5.7,NA,0.22,58.27,57.96,NA,2.24,7.32,0.72,10.16,1.511441973,0.148702808,206.48,NA,0.37,18.14,3.68,4.9,26.73,5.77,32.5,-0.142667504,0.864511081,2.314877992,0.209515015,1.620552445
522,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,2,20,60,23.99,0.7,12.03,0.06,-0.23,-0.15,-0.23,1800.75,11.28,67.45,13.3,3.57,0.21,293.75,100,3.56,20.54,4.24,0.9,0.17,355,NA,NA,NA,0.23,NA,0.02,NA,53.88,50.53,302.13,59.55,15.98,145,828,203,456,1.03,NA,6.25,5.86,0.12,NA,74.97,70.32,1.43,NA,8.62,0.72,12,1.92527279,0.160439399,223.25,NA,0.4,13.35,1.63,11.53,26.51,2.78,29.29,-0.142667504,0.935507266,2.348791468,NA,1.703549298
523,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,4,20,60,24.38,0.7,9.97,0.03,0.27,0.35,0.27,1828,10.3,61.57,11.82,3.57,0.12,246,100,2.74,13.5,2.77,0.61,0.07,330,-0.5,-0.72,-0.41,NA,0.72,NA,0.07,50.03,51.71,308.97,59.31,17.94,94,732,98,383,-1.38,3.62,5.05,5.21,-0.14,0.36,44.26,45.74,-1.22,3.2,9.92,1.13,8.77,1.976064175,0.225276213,199.26,NA,0.41,11.45,1.79,11.71,24.95,3.79,28.74,0.053078443,0.996511672,2.299420126,0.558708571,1.713574538
525,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,5,20,60,24.98,0.7,11.55,0.05,-0.47,-0.44,-0.47,1799.2,10.9,67.4,13.2,3.65,0.18,283,100,2.39,15.27,3.18,0.64,0.17,366,0,-0.59,1.71,0.47,0.59,0.043,0.054,55.39,52.31,323.34,63.32,17.52,39,754,134,385,2.25,2.83,6.99,6.6,0.28,0.36,52.82,49.88,2.14,2.7,7.93,1.05,7.56,1.652012794,0.218602827,208.45,NA,0.39,NA,NA,NA,NA,NA,NA,0.021189299,0.899273187,2.319001899,0.451786436,1.71858472
526,Conifer,NLT,woody,Pinus halepensis,Pinaceae,YELLOW,low N,low P,LNLP,29/06/2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,24/06/2009,1,20,60,24.84,0.7,5.86,0.02,-0.05,-0.03,-0.05,1799.25,5.45,31.58,6.3,1.6,0.13,308.75,98,1.84,10.14,2.1,0.43,0.11,359,-0.14,-0.23,0.19,0.05,0.23,0.009,0.042,37.98,35.35,204.73,40.84,10.35,47,722,96,295,0.31,1.48,3.84,3.57,0.03,0.15,5.62,5.23,0.05,0.22,9.9,6.76,1.46,1.526187586,1.042746099,154.24,NA,0.35,NA,NA,NA,NA,NA,NA,0.829946696,0.995635195,2.188197017,0.170261715,1.548389418
528,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,24/06/2009,2,20,60,25.07,0.7,2.6,0.01,0.09,0.1,0.09,1800.25,2.66,14.58,2.93,0.72,0.07,323,100,1.13,5.67,1.17,0.25,0.05,352,-1,-0.2,-0.62,-0.09,0.2,-0.034,0.074,22.05,22.54,123.58,24.82,6.08,791,620,798,271,-0.76,1.66,2.89,2.95,-0.1,0.22,6.19,6.33,-0.21,0.47,7.64,3.56,2.14,0.900901554,0.420083309,117.94,NA,0.31,NA,NA,NA,NA,NA,NA,0.551449998,0.883093359,2.071661123,0.220108088,1.352953912
529,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,24/06/2009,3,20,60,24.72,0.7,3.17,0.02,-0.16,-0.15,-0.16,1800,2.95,17.1,3.5,0.78,0.11,339.5,98,1.35,8.12,1.68,0.35,0.1,365,0,-0.19,1.83,0.16,0.19,0.054,0.064,34.96,32.5,188.41,38.55,8.56,121,820,196,422,1.77,2.08,3.9,3.62,0.2,0.23,8.34,7.75,0.42,0.5,8.97,4.19,2.14,0.813530945,0.38036971,90.74,NA,0.26,NA,NA,NA,NA,NA,NA,0.622214023,0.952792443,1.957798775,0.318063335,1.511883361
530,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,25/06/2009,4,20,60,24.7,0.7,2.99,0.02,0.06,0.1,0.06,1800,2.94,16.74,3.32,0.87,0.05,289.75,100,1.54,8.09,1.66,0.36,0.04,329,0,-0.21,-0.33,-0.06,0.21,-0.02,0.071,29.53,29.12,165.57,32.81,8.58,135,780,157,413,-0.59,2.07,3.7,3.65,-0.07,0.26,6.97,6.87,-0.14,0.49,7.98,4.24,1.88,0.807017881,0.428607583,101.12,NA,0.29,13.98,3.86,0.14,17.98,8.84,26.82,0.627365857,0.902002891,2.004837061,0.315970345,1.464191371
531,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,25/06/2009,5,20,60,23.45,0.7,2.97,0.02,0.07,0.09,0.07,1799.67,2.96,16.1,3.27,0.76,0.06,300.33,100,1.33,6.66,1.39,0.27,0.05,343,-0.22,-0.15,-0.92,-0.07,0.15,-0.025,0.05,28.52,28.47,154.68,31.4,7.27,75,710,93,284,-0.7,1.41,3.55,3.54,-0.09,0.18,5.27,5.26,-0.13,0.26,8.04,5.41,1.49,0.836787522,0.563222371,104.1,NA,0.29,17.81,6.25,1.63,25.69,6.32,32.02,0.733197265,0.905256049,2.01745073,0.149219113,1.454387467
532,Conifer,NLT,woody,Pinus radiata,Pinaceae,BLUE,low N,hi P,LNHP,25/06/2009,6,20,60,24.98,0.7,4.84,0.03,-0.21,-0.18,-0.21,1800,4.66,28.33,5.61,1.47,0.09,293,100,1.74,10.67,2.19,0.48,0.06,341,0,-0.24,1.2,0.21,0.24,0.045,0.052,80.45,77.49,470.97,93.25,24.5,360,215,436,645,3.5,4.04,6.93,6.67,0.3,0.35,25.2,24.27,1.1,1.27,11.62,3.19,3.64,0.698818549,0.192064295,60.16,NA,0.27,16.9,8.76,2.75,28.41,9.75,38.16,0.503790683,1.065206128,1.779307828,0.606381365,1.889245661
533,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,19/05/2009,1,20,60,25.2,0.7,4.11,0.02,-0.07,-0.06,-0.07,1799,3.83,21.82,4.42,1.04,0.14,335,100,1.5,8.48,1.76,0.37,0.11,366,0,-0.27,0.3,0.07,0.27,0.018,0.07,30.68,28.62,162.98,33.01,7.74,37,709,90,291,0.52,2,2.96,2.77,0.05,0.19,73.16,68.25,1.24,4.78,10.35,0.42,24.68,1.385673542,0.056138948,133.89,NA,0.34,NA,NA,NA,NA,NA,NA,-0.37675071,1.01494035,2.126748142,0.301029996,1.456669629
534,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,19/05/2009,2,20,60,24.85,0.7,6.19,0.02,-0.08,-0.07,-0.08,1799,5.84,35.12,6.87,1.91,0.1,285.67,101,1.54,8.71,1.81,0.37,0.09,360,0,-0.23,0.36,0.08,0.23,0.014,0.04,49.9,47.05,282.9,55.37,15.36,67,742,117,301,0.64,1.86,3.62,3.42,0.05,0.14,77.6,73.17,1,2.9,13.77,0.64,21.42,1.70977131,0.07983368,124.15,NA,0.3,12.63,7.59,9.21,29.43,6.96,36.39,-0.193820026,1.13893394,2.093946724,0.269512944,1.672559628
535,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,19/05/2009,3,20,60,24.28,0.7,1.99,0.01,0.12,0.13,0.12,1799.25,1.97,10.63,2.12,0.53,0.05,326.25,98,0.91,4.38,0.9,0.2,0.03,342,0,-0.18,-0.77,NA,0.18,-0.059,0.094,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,0.42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37675071,0.901458321,NA,NA,NA
536,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,18/05/2009,4,20,60,23.36,0.7,5.58,0.03,-0.36,-0.37,-0.36,1799.67,5.04,32.47,6.3,1.81,0.06,257.33,101,1.93,12.53,2.57,0.56,0.05,331,-0.67,-0.15,2.43,0.36,0.15,0.072,0.031,40.65,36.69,236.66,45.95,13.22,107,826,200,460,2.64,1.12,4.35,3.92,0.28,0.12,95.23,85.97,6.2,2.63,9.35,0.43,21.92,1.283627276,0.058568545,137.22,NA,0.37,NA,NA,NA,NA,NA,NA,-0.366531544,0.970811611,2.137417415,0.049218023,1.564547712
537,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,18/05/2009,5,20,60,24.19,0.7,2.2,0.02,0.01,0.01,0.01,1799.33,2.17,13.51,2.56,0.81,0.02,230,99,1.19,6.81,1.35,0.35,0.02,276,0,-0.14,-0.09,-0.01,0.14,-0.006,0.063,17.11,16.85,104.94,19.92,6.32,789,653,7,290,-0.09,1.06,1.86,1.83,-0.01,0.12,37.68,37.11,-0.21,2.33,9.19,0.45,20.24,1.18371684,0.058469884,128.76,NA,0.32,11.66,4.13,9.07,24.86,12.41,37.26,-0.346787486,0.963315511,2.109780968,0.025305865,1.226599905
538,Conifer,NLT,woody,Pinus radiata,Pinaceae,GREEN,hi N,low P,HNLP,18/05/2009,6,20,60,24.17,0.7,1.8,0.01,-0.16,-0.12,-0.16,1800.33,1.5,9.65,1.91,0.5,0.02,269.33,100,0.69,4.54,0.94,0.19,0.02,333,-0.33,-0.14,1.81,0.16,0.14,0.104,0.09,16.67,13.92,89.49,17.71,4.67,643,578,744,24,1.45,1.26,2.07,1.73,0.18,0.16,40.74,34.02,3.55,3.07,8.06,0.41,19.71,0.869651479,0.044131568,107.85,NA,0.29,NA,NA,NA,NA,NA,NA,-0.387216143,0.906335042,2.032820149,0.100370545,1.143639235
539,Conifer,NLT,woody,Pinus radiata,Pinaceae,RED,hi N,hi P,HNHP,14/05/2009,1,20,60,24.75,0.7,5.48,0.02,-0.09,-0.08,-0.09,1799,5.16,29.28,5.94,1.38,0.13,319.33,99,1.48,8.39,1.75,0.35,0.09,362,0,-0.32,0.29,0.09,0.32,0.018,0.062,60.27,56.71,321.89,65.3,15.17,155,830,208,420,1,3.54,3.79,3.57,0.06,0.22,27.89,26.25,0.46,1.64,15.89,2.16,7.35,1.445442177,0.19654033,90.96,NA,0.27,9.5,9.1,3.25,21.85,4.16,26.01,0.334453751,1.201123897,1.958850452,0.549003262,1.753659647
540,Conifer,NLT,woody,Pinus radiata,Pinaceae,RED,hi N,hi P,HNHP,14/05/2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,2.15,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33243846,0.949390007,NA,NA,NA
541,Conifer,NLT,woody,Pinus radiata,Pinaceae,RED,hi N,hi P,HNHP,14/05/2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,2.53,4.44,1.848150262,0.416580125,164.7,NA,0.32,16.14,8.36,4.36,28.86,3.87,32.73,0.403120521,1.049992857,2.216693599,NA,NA
542,Conifer,NLT,woody,Pinus radiata,Pinaceae,RED,hi N,hi P,HNHP,18/05/2009,4,20,60,24.52,0.7,3.32,0.01,0.08,0.09,0.08,1800,3.35,21.32,3.96,1.37,0.04,230,100,0.94,4.77,0.97,0.22,0.03,329,-1,-0.16,-0.59,NA,0.16,-0.023,0.049,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.48,3.57,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552668216,1.266701967,NA,NA,NA
543,Conifer,NLT,woody,Pinus radiata,Pinaceae,RED,hi N,hi P,HNHP,18/05/2009,5,20,60,24,0.7,3.86,0.01,-0.01,-0.02,-0.01,1801,3.54,20.09,4.05,0.98,0.07,302,100,0.44,2.37,0.5,0.09,0.06,376,0,-0.28,0.06,0.01,0.28,0.004,0.078,48.56,44.57,252.72,50.9,12.28,566,417,628,11,0.19,3.47,4.72,4.34,0.02,0.34,18.79,17.25,0.07,1.34,10.28,2.58,3.98,0.817479954,0.205462876,79.51,NA,0.23,9.18,7.98,4.23,21.39,3.72,25.11,0.411619706,1.011993115,1.900421753,0.540329475,1.649042634
545,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,24/06/2009,1,20,60,25.12,0.7,4.67,0.02,0.01,0,0.01,1799.5,4.31,24.14,4.88,1.16,0.12,324.25,100,1.52,8.11,1.69,0.34,0.09,362,0.88,-0.2,-0.04,-0.01,0.2,-0.002,0.047,44.33,40.89,229.04,46.3,10.96,113,766,149,395,-0.08,1.91,3.48,3.21,-0.01,0.15,111.62,102.98,-0.19,4.82,12.75,0.4,32.11,1.343866971,0.041850529,105.39,NA,0.3,NA,NA,NA,NA,NA,NA,-0.397940009,1.105510185,2.022799405,0.281033367,1.611617111
546,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,24/06/2009,2,20,60,24.75,0.7,2.77,0,0.66,0.66,0.66,1799,3.17,13.9,2.83,0.64,0.11,341,100,1.22,2.98,0.62,0.12,0.09,369,0,-0.22,-1.89,NA,0.22,-0.209,0.071,46.81,53.52,234.4,47.76,10.84,229,640,6,269,-11.18,3.79,5.26,6.01,-1.26,0.43,61.45,70.27,-14.68,4.98,8.9,0.76,11.69,0.527824175,0.045151225,59.28,NA,0.31,NA,NA,NA,NA,NA,NA,-0.119186408,0.949390007,1.772908195,0.57863921,1.728516105
547,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,24/06/2009,3,20,60,24.58,0.7,5.59,0.02,-0.07,-0.06,-0.07,1801,5.31,30.39,6.12,1.48,0.16,325.75,100,1.65,9.2,1.91,0.39,0.14,370,0.63,-0.07,0.86,0.07,0.07,0.013,0.013,49.64,47.14,269.94,54.33,13.16,117,791,174,408,0.6,0.62,4.08,3.87,0.05,0.05,64.19,60.96,0.78,0.8,12.17,0.77,15.74,1.369877304,0.087049059,112.57,NA,0.3,13.77,4.27,3.76,21.8,2.61,24.42,-0.113509275,1.085290578,2.051422666,-0.207608311,1.673389578
548,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,25/06/2009,4,20,60,23.48,0.7,3.65,0.02,-0.18,-0.18,-0.18,1811,3.48,20.05,4.11,0.9,0.1,326,101,1.42,8.46,1.77,0.34,0.07,355,-0.67,-0.18,1.1,0.18,0.18,0.052,0.051,33.36,31.79,183.4,37.58,8.27,83,769,150,388,1.66,1.62,4.92,4.69,0.24,0.24,63.25,60.28,3.15,3.08,6.78,0.53,12.86,0.741288724,0.05765579,109.33,NA,0.31,14.02,4.26,0.25,18.53,57.01,75.54,-0.27572413,0.831229694,2.038739348,0.209515015,1.502290528
549,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,25/06/2009,5,20,60,23.39,0.7,5.56,0.03,-0.1,-0.23,-0.1,1800.75,5.41,30.1,6.18,1.34,0.14,319,99,2.31,12.8,2.68,0.52,0.08,343,-0.11,-0.14,0.79,0.1,0.14,0.019,0.027,46.51,45.25,251.67,51.7,11.22,211,27,253,473,0.85,1.21,6.61,6.43,0.12,0.17,73.29,71.31,1.34,1.91,7.04,0.63,11.09,0.84145237,0.075884403,119.59,NA,0.32,17.56,5.54,0.14,23.25,31.78,55.02,-0.200659451,0.847572659,2.077694866,0.08278537,1.655618584
550,Conifer,NLT,woody,Pinus radiata,Pinaceae,YELLOW,low N,low P,LNLP,25/06/2009,6,20,60,24.64,0.7,2.06,0.02,0,-0.02,0,1800,2,11.01,2.25,0.5,0.07,335.2,100,1.24,6.61,1.38,0.28,0.05,348,0,-0.15,0,NA,0.15,NA,0.076,24.45,23.73,130.55,26.67,5.97,119,773,153,397,NA,1.81,3.93,3.82,NA,0.29,46.79,45.41,NA,3.46,6.22,0.52,11.9,0.524610463,0.04407765,84.35,NA,0.31,NA,NA,NA,NA,NA,NA,-0.283996656,0.793790385,1.926085087,0.257678575,1.375297738
551,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,BLUE,low N,hi P,LNHP,12/11/09,1,20,60,25.07,0.7,15.48,0.06,-0.32,-0.3,-0.32,1799.25,14.54,85.81,17.06,4.4,0.31,298.25,100,4.46,25.52,5.32,1.06,0.27,361,0,-0.65,0.51,0.32,0.65,0.022,0.045,85.92,80.67,476.18,94.64,24.4,292,126,346,549,1.78,3.61,9.02,8.47,0.19,0.38,29.65,27.84,0.61,1.24,9.52,2.9,3.29,1.716424221,0.522192554,180.21,443.37,0.41,NA,NA,NA,NA,NA,NA,0.462397998,0.978636948,2.255778887,0.557507202,1.906712057
552,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,BLUE,low N,hi P,LNHP,12/11/09,2,20,60,25.98,0.7,8.17,0.05,0.25,0.26,0.25,1799,8.19,44.8,9.02,2.18,0.28,334.75,99,3.75,18.93,3.91,0.82,0.25,364,0,-0.19,-1.54,NA,0.19,-0.031,0.023,55.58,55.68,304.77,61.38,14.82,302,97,315,535,NA,1.26,8.48,8.49,NA,0.19,81.17,81.32,NA,1.84,6.56,0.68,9.57,0.963585105,0.10065304,147,369.18,0.4,NA,NA,NA,NA,NA,NA,-0.167491087,0.816903839,2.167317335,0.100370545,1.745699227
553,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,BLUE,low N,hi P,LNHP,12/11/09,3,20,60,25.55,0.7,10.71,0.06,0,0.04,0,1800.2,10.47,60.56,12.02,3.12,0.25,312.4,98,4.47,24.15,4.99,1.05,0.21,355,0,-0.44,-0.01,NA,0.44,NA,0.042,45.89,44.84,259.36,51.49,13.35,205,14,235,480,NA,1.88,7.59,7.42,NA,0.31,33.7,32.93,NA,1.38,6.04,1.36,4.44,1.411317938,0.317884711,233.48,510.02,0.46,NA,NA,NA,NA,NA,NA,0.133538908,0.781036939,2.368249685,0.274157849,1.651665604
555,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,BLUE,low N,hi P,LNHP,11/11/09,5,20,60,24.69,0.7,6.08,0.04,-0.37,-0.36,-0.37,1798.75,5.68,33.4,6.82,1.53,0.25,343,98,2.48,15.12,3.16,0.62,0.2,367,0,-0.69,0.55,0.37,0.69,0.066,0.121,32.19,30.07,176.9,36.1,8.13,87,783,161,397,1.97,3.63,5.82,5.43,0.36,0.66,47.19,44.07,2.89,5.32,5.53,0.68,8.11,1.044495883,0.128797634,188.79,466.33,0.4,NA,NA,NA,NA,NA,NA,-0.167491087,0.742725131,2.275978986,0.559906625,1.478133428
556,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,BLUE,low N,hi P,LNHP,11/11/09,6,20,60,25.37,0.7,8.28,0.06,0.31,0.33,0.31,1799.25,8.44,44.58,9.13,2.01,0.5,355,98.5,4.49,22.26,4.64,0.92,0.41,370,0,-0.52,-0.64,NA,0.52,-0.037,0.061,46.63,47.54,251.17,51.44,11.35,297,80,307,519,NA,2.91,7.08,7.22,NA,0.44,45.77,46.67,NA,2.86,6.58,1.02,6.46,1.168428101,0.180807852,177.5,428.8,0.41,NA,NA,NA,NA,NA,NA,0.008600172,0.818225894,2.249198357,0.463892989,1.677059177
557,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,11/11/09,1,20,60,24.6,0.7,11.82,0.04,-0.36,-0.36,-0.36,1801,11.14,64.67,13.05,3.12,0.31,317.25,100,3.23,18.96,3.97,0.77,0.25,367,0,-0.7,0.51,0.36,0.7,0.032,0.063,45.61,42.95,249.44,50.34,12.02,69,753,135,300,1.37,2.69,2.74,2.58,0.08,0.16,114.08,107.44,3.43,6.73,16.62,0.4,41.57,4.308764392,0.103639676,259.24,524.48,0.49,NA,NA,NA,NA,NA,NA,-0.397940009,1.220631019,2.413702013,0.42975228,1.632963168
558,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,12/11/09,2,20,60,23.35,0.7,14,0.06,-1.1,-1.07,-1.1,1799.75,13.09,77.56,15.92,3.47,0.48,323.25,101,3.99,26.59,5.61,1.04,0.31,364,0,-1.79,0.62,1.1,1.79,0.084,0.137,126.54,118.27,700.86,143.88,31.34,439,336,558,690,9.93,16.19,5.41,5.06,0.42,0.69,152.33,142.38,11.96,19.49,23.39,0.83,28.16,2.588129798,0.091922526,110.66,291.21,0.38,NA,NA,NA,NA,NA,NA,-0.080921908,1.369030222,2.043990666,1.209246849,2.072874597
559,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,12/11/09,3,20,60,23.39,0.7,7.03,0.03,-0.31,-0.3,-0.31,1799.75,6.61,37.49,7.74,1.64,0.31,340.75,101,2.15,12.72,2.7,0.48,0.26,373,0,-0.84,0.37,0.31,0.84,0.046,0.126,76.15,71.64,406.09,83.8,17.72,271,116,343,518,3.31,9.05,3.69,3.47,0.16,0.44,125.54,118.1,5.45,14.92,20.63,0.61,34.01,1.904761128,0.056000785,92.32,242.45,0.38,NA,NA,NA,NA,NA,NA,-0.214670165,1.314499228,1.965295796,0.956648579,1.855155577
560,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,11/11/09,4,20,60,24,0.7,15.82,0.06,-0.79,-0.77,-0.79,1799.25,14.72,86.4,17.54,4.06,0.49,317.75,101,4.52,27.73,5.85,1.08,0.4,367,0,-1.31,0.61,0.79,1.31,0.054,0.089,169.29,157.51,924.72,187.72,43.46,547,427,653,80,8.47,14.01,9.2,8.56,0.46,0.76,204.45,190.23,10.23,16.91,18.39,0.83,22.21,1.718508443,0.077366177,93.43,270.64,0.35,NA,NA,NA,NA,NA,NA,-0.080921908,1.264581729,1.970486349,1.146438135,2.197308132
561,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,11/11/09,5,20,60,24.34,0.7,16.42,0.06,-1.53,-1.5,-1.53,1799.2,14.38,88.99,18.02,4.23,0.58,319.6,98,3.4,25.9,5.44,1.03,0.36,370,0,-2.04,0.75,1.53,2.04,0.106,0.142,210.59,184.43,1141.5,231.12,54.25,506,481,694,129,19.57,26.22,8.09,7.09,0.75,1.01,187.29,164.03,17.4,23.32,26.02,1.12,23.14,2.028356532,0.087656528,77.96,283.31,0.28,NA,NA,NA,NA,NA,NA,0.049218023,1.415307292,1.89187183,1.418632687,2.265831566
562,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,GREEN,hi N,low P,HNLP,11/11/09,6,20,60,24.98,0.7,9.82,0.05,-0.63,-0.61,-0.63,1800,9.09,54.1,10.99,2.53,0.3,330.25,101,3.13,19.99,4.17,0.82,0.22,365,0,-1.03,0.62,0.63,1.03,0.069,0.113,92.38,85.52,508.75,103.35,23.84,365,245,464,635,5.92,9.67,4.99,4.62,0.32,0.52,216.25,200.18,13.85,22.64,18.53,0.43,43.37,1.970078469,0.045427592,106.34,284.06,0.37,NA,NA,NA,NA,NA,NA,-0.366531544,1.267875419,2.026696656,0.985426474,1.932067692
563,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,RED,hi N,hi P,HNHP,11/11/09,1,20,60,24.49,0.7,10.49,0.03,-1.31,-1.39,-1.31,1799.25,9.12,71.45,12.9,4.96,0.34,200,100,1.83,20.13,3.77,1.26,0.24,207,0,-1.67,0.79,1.31,1.67,0.143,0.183,106.2,92.3,723.47,130.64,50.23,196,281,454,116,13.23,16.86,4.13,3.59,0.51,0.65,62.44,54.27,7.78,9.91,25.74,1.7,15.14,2.542452849,0.167952466,98.76,271.4,0.36,NA,NA,NA,NA,NA,NA,0.230448921,1.410608543,1.994581081,1.22685757,1.965201701
564,Broadleaved tree,BLT,woody,Pittosporum phillyraeoides,Pittosporaceae,RED,hi N,hi P,HNHP,10/11/09,2,20,60,25.01,0.7,20.15,0.06,-1.3,-1.25,-1.3,1799.25,17.92,119.67,22.79,7.13,0.31,264.5,100,3.89,27.8,5.77,1.18,0.27,361,0,-1.62,0.81,1.3,1.62,0.073,0.09,210.31,187.02,1248.81,237.8,74.4,488,418,635,104,13.58,16.91,6.97,6.2,0.45,0.56,123.37,109.71,7.96,9.92,30.15,1.7,17.69,2.889399725,0.163345462,95.82,305.1,0.31,NA,NA,NA,NA,NA,NA,0.230448921,1.479287316,1.981456167,1.228143608,2.271888053
