Idref,Functional.Group,FunctGr.symbol,PFT.group,Species,Family,Site,N.Treat,P.Treat,Treatm,Date,Replicate,low_breakpoint,high_breakpoint,avgTleaf,theta,Amax,QY,Rl,Rd.apparent,Rd.actual,satPAR,PSsat,Jsat,Vcsat,Vosat,Gssat,Cisat,PARactual100,PS100,J100,Vc100,Vo100,Gs100,Ci100,PARactualdark,Rdark,LI_ratio,Positive.Rlight.actual,Positive.Rdark,Rlight.Asat,Rdark.Asat,Amax.mb,Asat.mb,Jsat.mb,Vcsat.mb,Vosat.mb,A100.mb,J100.mb,Vc100.mb,Vo100.mb,Rlight.mb,Rdark.mb,Amax.Nb,Asat.Nb,Rlight.Nb,Rdark.Nb,Amax.Pb,Asat.Pb,Rlight.Pb,Rdark.Pb,Nmass,Pmass,N.P,Narea,Parea,LMA,FMA,DMC,Glucose.mb,Fructose.mb,Sucrose.mb,TotalSugars.mb,Starch.mb,TNC.mb,logPm,logNm,logLMA,logRd.m,logAsat.m
135,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,RED,hi N,hi P,HNHP,3/6/09,5,20,60,23.63,0.7,21.83,0.07,-0.16,0.07,-0.16,100,5.94,35.53,7.02,1.86,0.09,279,100,5.94,35.53,7.02,1.86,0.09,279,-0.5,-0.86,0.2,0.16,0.86,0.027,0.145,249.35,67.81,405.85,80.25,21.22,688,564,748,315,1.83,9.83,7.64,2.08,0.06,0.3,100.78,27.41,0.74,3.97,32.64,2.47,13.19,2.857403246,0.216593522,87.54,326.14,0.27,NA,NA,NA,NA,NA,NA,0.392696953,1.51375015,1.942206542,0.992553518,1.831293744
136,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,RED,hi N,hi P,HNHP,3/6/09,6,20,60,23.57,0.7,24.14,0.07,-1.27,-1.24,-1.27,1799.67,21.02,126.17,25.37,6.17,0.54,304,101,4.94,32.67,6.87,1.3,0.43,368,0,-0.63,2.05,1.27,0.63,0.061,0.03,183.38,159.67,958.61,192.78,46.88,458,349,566,711,9.66,4.79,5.24,4.56,0.28,0.14,128.17,111.6,6.75,3.35,35.01,1.43,24.47,4.607832004,0.188318791,131.62,356.25,0.37,NA,NA,NA,NA,NA,NA,0.155336037,1.544192111,2.119321886,0.680335513,2.203223325
137,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,1/7/09,1,20,60,24.18,0.7,15.37,0.06,-0.32,-0.29,-0.32,1799.25,14.46,84.65,16.91,4.26,0.39,306.75,100,4.2,23.92,5,0.98,0.32,362,0,-1.02,0.31,0.32,1.02,0.022,0.071,101.5,95.52,559.18,111.67,28.12,338,171,394,580,2.09,6.75,4.28,4.03,0.09,0.28,228.14,214.69,4.69,15.17,23.69,0.44,53.25,3.587013423,0.067355554,151.38,297.52,0.51,NA,NA,NA,NA,NA,NA,-0.356547324,1.374565061,2.180068501,0.829303773,1.980094314
138,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,1/7/09,2,20,60,24.11,0.7,12.42,0.05,-0.32,-0.34,-0.32,1800,11.91,68.61,13.87,3.28,0.41,322.25,101,3.32,18.82,3.99,0.71,0.32,367,0,-1.06,0.32,0.32,1.06,0.027,0.089,77.83,74.63,429.9,86.92,20.55,231,50,285,478,2.02,6.61,3.7,3.55,0.1,0.31,172.64,165.54,4.48,14.66,21.03,0.45,46.65,3.356622674,0.071947394,159.59,314.37,0.51,25.23,4.68,16.59,46.51,18.88,65.38,-0.346787486,1.322839273,2.203005675,0.820201459,1.872913442
139,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,1/7/09,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.01,3.09,12.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489958479,1.59117595,NA,NA,NA
140,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,30/06/2009,4,20,60,24.31,0.7,21.6,0.06,-0.17,-0.11,-0.17,1800.75,20.24,122.71,23.83,6.85,0.36,272.5,100,4.57,25.34,5.27,1.07,0.29,358,0,-0.66,0.29,0.17,0.66,0.008,0.032,177.74,166.56,1009.95,196.12,56.37,458,288,503,673,1.38,5.4,6.67,6.25,0.05,0.2,132.05,123.75,1.03,4.01,26.63,1.35,19.78,3.235421125,0.163539046,121.5,261.09,0.47,28.55,3.53,16.26,48.34,17.96,66.31,0.130333768,1.425371166,2.084576278,0.73239376,2.221570712
141,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,30/06/2009,5,20,60,23.01,0.7,15.85,0.05,-0.09,-0.07,-0.09,1799.2,14.67,80.93,16.58,3.65,0.41,317.4,100,4.33,23.09,4.87,0.91,0.3,362,-0.25,-0.59,0.17,0.09,0.59,0.006,0.04,183.83,170.13,938.63,192.33,42.33,571,382,601,48,1.03,6.88,7.71,7.14,0.04,0.29,364.11,336.98,2.04,13.62,23.83,0.5,47.2,2.054757712,0.043533002,86.23,261.3,0.33,NA,NA,NA,NA,NA,NA,-0.301029996,1.377124042,1.935658386,0.837588438,2.230780902
142,Broadleaved tree,BLT,woody,Acacia melanoxylon,Fabaceae,YELLOW,low N,low P,LNLP,30/06/2009,6,20,60,24.25,0.7,12.72,0.05,0.03,0.06,0.03,1800.75,12.11,69.65,13.86,3.55,0.34,303.75,100,4.24,22.39,4.67,0.92,0.28,354,0,-0.45,-0.06,-0.03,0.45,-0.002,0.038,114.84,109.38,628.94,125.18,32.06,465,277,496,663,-0.23,4.1,4.58,4.36,-0.01,0.16,292.99,279.06,-0.59,10.47,25.07,0.39,63.95,2.775938722,0.043406339,110.74,271.91,0.41,25.37,2.68,13.67,41.72,9.38,51.11,-0.408935393,1.399154334,2.044304519,0.612783857,2.038937919
143,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,14/10/2009,1,20,60,25.29,0.7,29.98,0.07,-1.43,-1.44,-1.43,1799.2,26.51,160.52,32,8.13,0.7,300.6,101,4.39,31.11,6.47,1.31,0.59,372,0,-1.87,0.77,1.43,1.87,0.054,0.071,89.61,79.23,479.76,95.65,24.29,86,832,210,426,4.27,5.59,5.08,4.49,0.24,0.32,15.61,13.8,0.74,0.97,17.65,5.74,3.08,5.905692379,1.920362262,334.58,899.39,0.37,NA,NA,NA,NA,NA,NA,0.758911892,1.24674471,2.524499977,0.747411808,1.898889656
144,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,14/10/2009,2,20,60,24.3,0.7,17.83,0.07,-1.04,-0.99,-1.04,1799.5,16.03,101.53,19.84,5.54,0.26,278,101,3.5,24.11,5.04,0.99,0.26,366,0,-1.38,0.77,1.04,1.38,0.065,0.086,56.4,50.7,321.12,62.75,17.53,34,764,138,389,3.29,4.36,5.12,4.6,0.3,0.4,5.16,4.64,0.3,0.4,11.02,10.92,1.01,3.483885409,3.453029741,316.18,947.23,0.33,NA,NA,NA,NA,NA,NA,1.038222638,1.042181595,2.499934395,0.639486489,1.705007959
145,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,14/10/2009,3,20,60,25.16,0.7,20.15,0.07,-1.45,-1.4,-1.45,1799.75,17.78,114.48,22.36,6.26,0.34,285.5,100,3.29,25.67,5.3,1.12,0.27,365,0,-1.21,1.29,1.45,1.21,0.082,0.068,50.82,44.84,288.68,56.39,15.78,748,713,92,295,3.66,3.04,4.71,4.16,0.34,0.28,3.34,2.95,0.24,0.2,10.79,15.21,0.71,4.277808861,6.032715349,396.56,1026.81,0.39,NA,NA,NA,NA,NA,NA,1.182129214,1.033021445,2.598308906,0.482873584,1.651665604
146,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,15/10/2009,4,20,60,25.39,0.7,11.97,0.05,-0.25,-0.2,-0.25,1799.5,11.08,63.58,12.85,3.04,0.43,337.5,99,3.54,20.5,4.24,0.89,0.36,371,0,-1.1,0.24,0.25,1.1,0.023,0.1,23.97,22.18,127.26,25.73,6.09,698,567,742,25,0.51,2.21,4.4,4.07,0.09,0.41,2.36,2.19,0.05,0.22,5.45,10.15,0.54,2.722238223,5.070464585,499.62,1156.01,0.43,NA,NA,NA,NA,NA,NA,1.006466042,0.736396502,2.698639815,0.344392274,1.345961542
147,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,15/10/2009,5,20,60,25.37,0.7,16.57,0.08,-1.51,-1.46,-1.51,1800.5,13.84,86.72,17.46,4.22,0.46,326.5,98.5,4.28,30.93,6.44,1.3,0.36,368,0,-0.92,1.68,1.51,0.92,0.109,0.067,46.25,38.62,242.04,48.72,11.79,48,808,187,415,4.2,2.57,6.51,5.43,0.59,0.36,3.88,3.24,0.35,0.22,7.11,11.91,0.6,2.546538541,4.265875538,358.28,909.18,0.39,NA,NA,NA,NA,NA,NA,1.075911761,0.851869601,2.554222566,0.409933123,1.586812269
148,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,BLUE,low N,hi P,LNHP,15/10/2009,6,20,60,24.78,0.7,25.97,0.08,-1.08,-1.08,-1.08,1799,23.36,137.35,27.74,6.6,0.91,323.25,100,6.29,39.52,8.21,1.67,0.72,370,0,-1.3,0.85,1.08,1.3,0.046,0.056,70.06,63.02,370.54,74.83,17.8,164,25,249,481,2.92,3.5,5.06,4.55,0.21,0.25,13.96,12.56,0.58,0.7,13.84,5.02,2.76,5.129936104,1.860146803,370.69,993.84,0.37,NA,NA,NA,NA,NA,NA,0.700703717,1.14113609,2.56901087,0.544068044,1.799478399
149,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,15/10/2009,1,20,60,23.48,0.7,31.14,0.07,-0.75,-0.7,-0.75,1799.5,28.29,164.62,33.08,8.08,0.76,310,99,4.8,28.46,6.07,1.04,1.16,383,0,-1.21,0.63,0.75,1.21,0.027,0.043,92.32,83.86,488.08,98.07,23.95,109,802,190,386,2.23,3.6,4.49,4.08,0.11,0.17,69.08,62.75,1.67,2.69,20.56,1.34,15.38,6.933945296,0.450779742,337.28,779.94,0.43,NA,NA,NA,NA,NA,NA,0.127104798,1.31302311,2.527990589,0.556302501,1.923554858
150,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,14/10/2009,2,20,60,24.65,0.7,28.96,0.07,-0.97,-0.92,-0.97,1804,26.11,158.61,31.27,8.38,0.74,303,100,5.28,33.05,6.92,1.34,0.49,368,0,-1.33,0.75,0.97,1.33,0.037,0.051,67.95,61.27,372.16,73.38,19.66,65,770,151,389,2.28,3.12,3.04,2.74,0.1,0.14,89.3,80.51,2.99,4.1,22.37,0.76,29.4,9.535814141,0.324324675,426.2,1121.18,0.38,NA,NA,NA,NA,NA,NA,-0.119186408,1.349665984,2.629613445,0.494154594,1.78724788
151,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,14/10/2009,3,20,60,24.13,0.7,24.78,0.07,-0.87,-0.86,-0.87,1800,22.36,128.28,26.18,5.89,0.63,318.5,98.5,4.96,30.58,6.44,1.21,0.49,372,0,-1.38,0.67,0.87,1.38,0.039,0.062,72.02,64.97,372.78,76.07,17.13,112,818,198,411,2.53,4.02,2.43,2.19,0.09,0.14,66.19,59.71,2.33,3.69,29.65,1.09,27.25,10.20466339,0.374431789,344.13,892.96,0.39,NA,NA,NA,NA,NA,NA,0.037426498,1.472024698,2.536722534,0.604226053,1.812712867
152,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,14/10/2009,4,20,60,24.68,0.7,18.31,0.05,-0.3,-0.28,-0.3,1800,16.38,96.84,19.19,5.02,0.29,291.75,98,3.9,22.43,4.67,0.94,0.23,364,0,-1.6,0.19,0.3,1.6,0.018,0.098,48.12,43.04,254.4,50.41,13.19,7,685,68,281,0.78,4.2,2.47,2.21,0.04,0.22,155.02,138.66,2.51,13.52,19.47,0.31,62.73,7.411410259,0.118141503,380.64,979.31,0.39,NA,NA,NA,NA,NA,NA,-0.508638306,1.289365952,2.580514425,0.62324929,1.633872263
153,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,15/10/2009,5,20,60,24.86,0.7,16.85,0.05,-0.16,-0.09,-0.16,1800,15.47,92.98,18.17,5.08,0.26,281,98,4.34,24.34,5.03,1.05,0.19,352.5,0,-1.12,0.15,0.16,1.12,0.01,0.072,51.41,47.19,283.67,55.43,15.49,88,758,136,393,0.49,3.42,2.66,2.44,0.03,0.18,93.94,86.24,0.9,6.25,19.31,0.55,35.29,6.32966966,0.179371042,327.77,951.85,0.34,NA,NA,NA,NA,NA,NA,-0.259637311,1.285782274,2.515569201,0.534026106,1.673849977
154,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,GREEN,hi N,low P,HNLP,15/10/2009,6,20,60,25.54,0.7,25.49,0.06,-1,-0.97,-1,1798.75,22.81,137.41,27.32,7.03,0.66,312.5,100,3.8,25.83,5.35,1.1,0.52,374,0,-1.21,0.85,1,1.21,0.044,0.053,60.74,54.34,327.4,65.1,16.75,786,701,75,286,2.38,2.88,2.84,2.54,0.11,0.13,61.47,54.99,2.41,2.91,21.41,0.99,21.67,8.98746051,0.41474009,419.68,1078.02,0.39,NA,NA,NA,NA,NA,NA,-0.004364805,1.330616667,2.622918273,0.459392488,1.735119634
155,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,1,20,60,24.34,0.7,27.15,0.06,-1.21,-1.13,-1.21,1799,24.11,145.74,29.03,7.41,0.7,309.4,99,3.95,26.94,5.69,1.05,0.48,374,0,-2.48,0.49,1.21,2.48,0.05,0.103,80.02,71.07,429.61,85.56,21.84,43,777,162,387,3.57,7.32,2.59,2.3,0.12,0.24,18.36,16.3,0.82,1.68,30.93,4.36,7.09,10.49145095,1.478971059,339.23,930.08,0.36,NA,NA,NA,NA,NA,NA,0.639486489,1.49037992,2.530494252,0.864511081,1.851686315
156,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,2,20,60,23.03,0.7,25.48,0.05,-0.69,-0.64,-0.69,1799.75,22.36,131.27,26.3,6.51,0.42,288.25,101,3.45,21.65,4.56,0.85,0.41,375,0,-1.26,0.57,0.69,1.26,0.031,0.056,70.88,62.2,365.16,73.17,18.12,791,693,74,277,1.91,3.51,2.73,2.39,0.07,0.13,23.67,20.77,0.64,1.17,26,2.99,8.68,9.346984217,1.076361481,359.47,866.47,0.41,NA,NA,NA,NA,NA,NA,0.475671188,1.414973348,2.555662652,0.545307116,1.793790385
157,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,3,20,60,25.53,0.7,28.17,0.05,-0.46,-0.42,-0.46,1799,25.48,151,29.88,7.87,0.65,302.25,100,3.89,23.5,4.86,1.01,0.49,372,0,-1.31,0.37,0.46,1.31,0.018,0.051,72.68,65.75,389.59,77.09,20.31,5,696,71,285,1.19,3.38,3.23,2.92,0.05,0.15,15.52,14.04,0.25,0.72,22.49,4.68,4.8,8.717305677,1.815460196,387.58,926.33,0.42,NA,NA,NA,NA,NA,NA,0.670245853,1.351989455,2.588361358,0.5289167,1.817895757
158,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,4,20,60,23.26,0.7,23.1,0.08,-0.71,-0.77,-0.71,1799.5,20.86,117.55,24.17,5.21,0.92,339.5,101,5.73,33.64,7.1,1.31,0.82,376,0,-1.13,0.67,0.71,1.13,0.034,0.054,78.06,70.48,397.17,81.68,17.62,212,38,269,476,2.39,3.83,2.21,1.99,0.07,0.11,18.83,17,0.58,0.92,35.36,4.15,8.53,10.46505713,1.226777428,295.96,846.57,0.35,NA,NA,NA,NA,NA,NA,0.618048097,1.548512256,2.471233019,0.583198774,1.848065895
159,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,5,20,60,25.44,0.7,27.41,0.07,-1.84,-1.82,-1.84,1798.75,24.21,147.05,29.62,7.14,0.82,315.75,101,3.95,30.99,6.44,1.31,0.61,375,0,-2.12,0.91,1.84,2.12,0.076,0.087,76.68,67.74,411.44,82.87,19.99,33,812,191,417,5.14,5.93,2.5,2.21,0.17,0.19,21.01,18.56,1.41,1.62,30.66,3.65,8.4,10.95927443,1.304675527,357.39,1071.4,0.33,NA,NA,NA,NA,NA,NA,0.562292864,1.486572151,2.553142397,0.773054693,1.830845192
160,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,RED,hi N,hi P,HNHP,14/10/2009,6,20,60,24.16,0.7,34.83,0.08,-3.55,-3.55,-3.55,1799.5,28.86,181.76,36.76,8.68,0.86,313,101,3.93,39.34,8.27,1.57,0.75,380,0,-4.07,0.89,3.55,4.07,0.123,0.141,86.66,71.82,452.28,91.47,21.6,792,843,226,425,8.84,10.13,4.24,3.52,0.43,0.5,48.97,40.59,5,5.72,20.42,1.77,11.54,8.207813071,0.711162612,401.87,1296.82,0.31,NA,NA,NA,NA,NA,NA,0.247973266,1.310055738,2.604085587,1.005609445,1.856245401
161,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,1,20,60,24.74,0.7,28.9,0.09,-0.59,-0.61,-0.59,1800.4,26.57,155.58,31.07,7.83,0.57,301.8,100,6.08,35.33,7.39,1.44,0.46,369,0,-1.39,0.48,0.59,1.39,0.022,0.052,90.76,83.43,488.57,97.56,24.58,204,35,262,482,1.84,4.36,5.05,4.64,0.1,0.24,29.44,27.06,0.6,1.41,17.98,3.08,5.83,5.725384432,0.981789749,318.44,963.13,0.33,NA,NA,NA,NA,NA,NA,0.488550717,1.254789687,2.503027615,0.639486489,1.921322244
162,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,2,20,60,24.5,0.7,25.7,0.08,-0.34,-0.27,-0.34,1799.5,24.38,141.96,28.31,7.18,0.6,309,98,6.43,35.69,7.48,1.44,0.5,368,0,-1.24,0.28,0.34,1.24,0.014,0.051,69.13,65.58,381.79,76.14,19.31,174,838,223,423,0.9,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.83,947.51,0.39,NA,NA,NA,NA,NA,NA,NA,NA,2.570344427,0.521138084,1.816771412
163,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,3,20,60,25.24,0.7,6.99,0.03,0.2,0.22,0.2,1799,6.79,37.56,7.52,1.87,0.16,318,98,2.74,13.7,2.83,0.6,0.13,357,0,-0.8,-0.28,-0.2,0.8,-0.03,0.119,14.67,14.24,78.79,15.77,3.93,567,396,554,14,-0.43,1.69,2.57,2.49,-0.08,0.3,7.77,7.54,-0.23,0.89,5.72,1.89,3.03,2.72580641,0.899743899,476.68,1025.91,0.46,NA,NA,NA,NA,NA,NA,0.276461804,0.757396029,2.678226931,0.227886705,1.153509989
164,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,4,20,60,24.99,0.7,17.75,0.04,0.28,0.26,0.28,1799.75,16.16,91.84,18.23,4.73,0.35,299.75,98,3.88,19.18,4,0.8,0.32,366.5,0,-1.52,-0.19,NA,1.52,NA,0.094,54.43,49.55,281.67,55.92,14.49,46,684,68,280,NA,4.65,5.26,4.79,NA,0.45,14.53,13.23,NA,1.24,10.35,3.75,2.76,3.375449375,1.221308759,326.05,940.2,0.35,NA,NA,NA,NA,NA,NA,0.574031268,1.01494035,2.513284205,0.667452953,1.695043659
165,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,5,20,60,24.42,0.7,18.51,0.08,-0.93,-0.99,-0.93,1799.25,16.71,102.76,20.32,5.37,0.28,285,101,4.87,30.79,6.43,1.26,0.27,361,0,-0.9,1.1,0.93,0.9,0.056,0.054,47.25,42.65,262.33,51.88,13.7,68,775,156,393,2.38,2.29,5.45,4.92,0.27,0.26,17.18,15.51,0.86,0.83,8.67,2.75,3.15,3.398067025,1.077273695,391.72,1015.96,0.39,NA,NA,NA,NA,NA,NA,0.439332694,0.938019097,2.592975746,0.359835482,1.629919036
166,Broadleaved tree,BLT,woody,Allocasuarina luehmannii,Casuarinaceae,YELLOW,low N,low P,LNLP,15/10/2009,6,20,60,25.37,0.7,20.28,0.07,-0.98,-0.94,-0.98,1800,18.46,112.29,22.32,5.76,0.45,306.5,101,5.27,34.01,7,1.5,0.32,359,0,-1.53,0.69,0.98,1.53,0.053,0.083,43.7,39.76,241.92,48.08,12.4,38,755,130,394,2.12,3.29,5.82,5.3,0.28,0.44,17.96,16.34,0.87,1.35,7.51,2.43,3.08,3.484511087,1.12961928,464.17,1038.42,0.45,NA,NA,NA,NA,NA,NA,0.385606274,0.875639937,2.666677068,0.517195898,1.599446376
167,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,9/11/09,1,20,60,26.1,0.7,12.97,0.05,-1.04,-0.88,-1.04,1800,11.52,82.98,15.28,5.46,0.14,232.8,99,3.46,26.12,5.18,1.35,0.06,297,0,-1.13,0.92,1.04,1.13,0.09,0.098,114.61,101.75,733.09,135.03,48.24,385,327,517,93,9.16,9.99,6.88,6.11,0.55,0.6,18,15.98,1.44,1.57,16.66,6.37,2.62,1.885292502,0.720625777,113.19,405,0.28,NA,NA,NA,NA,NA,NA,0.804139432,1.221674997,2.05380806,0.999565488,2.007534418
168,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,9/11/09,2,20,60,25.33,0.7,14.55,0.04,-0.94,-0.91,-0.94,1799.25,12.65,89.73,16.53,5.9,0.15,223.5,98,2.44,18.39,3.78,0.81,0.1,348,0,-1.42,0.66,0.94,1.42,0.074,0.112,126.11,109.58,777.57,143.27,51.12,237,174,392,606,8.13,12.28,8.59,7.47,0.55,0.84,18.33,15.93,1.18,1.78,14.68,6.88,2.13,1.693875532,0.793947054,115.4,468.08,0.25,NA,NA,NA,NA,NA,NA,0.837588438,1.166726056,2.062205809,1.089198367,2.039731296
169,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,9/11/09,3,20,60,25.94,0.7,15.2,0.04,-0.85,-0.84,-0.85,1799.4,13.39,83.26,16.43,4.38,0.33,304.4,101,2.64,18.89,3.9,0.82,0.23,367,0,-1.75,0.49,0.85,1.75,0.063,0.13,140.5,123.78,769.42,151.87,40.49,286,209,427,630,7.84,16.13,8.67,7.64,0.48,1,23.1,20.35,1.29,2.65,16.21,6.08,2.66,1.753706798,0.658186716,108.21,416.41,0.26,NA,NA,NA,NA,NA,NA,0.783903579,1.209783015,2.034267397,1.207634367,2.092650478
170,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,10/11/09,4,20,60,25.16,0.7,7.39,0.03,-1.4,-1.39,-1.4,1799.25,5.69,39.44,8.01,1.85,0.19,337.75,100,0.9,12.2,2.55,0.5,0.13,380,0.11,-1.56,0.9,1.4,1.56,0.246,0.275,73.5,56.59,392.46,79.73,18.39,753,61,290,501,13.94,15.57,7.54,5.81,1.43,1.6,15.72,12.1,2.98,3.33,9.74,4.68,2.08,0.979079052,0.469855245,100.48,463.46,0.22,NA,NA,NA,NA,NA,NA,0.670245853,0.988558957,2.002079626,1.192288613,1.752739694
171,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,10/11/09,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,BLUE,low N,hi P,LNHP,10/11/09,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,GREEN,hi N,low P,HNLP,9/11/09,1,20,60,25.78,0.7,10.94,0.04,-1.35,-1.24,-1.35,1799.5,8.82,-656.31,-47.91,-116.16,0.04,42.03,101,1.83,18.51,3.66,0.96,0.03,290,0,-2.05,0.66,1.35,2.05,0.153,0.233,107.86,86.91,-6467.88,-472.18,-1144.79,186,230,428,692,13.31,20.24,4.41,3.55,0.54,0.83,177.4,142.94,21.89,33.3,24.47,0.61,40.25,2.482965819,0.061695315,101.47,379.25,0.27,NA,NA,NA,NA,NA,NA,-0.214670165,1.388633969,2.00633766,1.306210508,1.93906975
174,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,GREEN,hi N,low P,HNLP,9/11/09,2,20,60,25.9,0.7,12.47,0.03,-1.63,-1.6,-1.63,1799.4,9.94,112.63,17.1,11.05,0.07,134.2,98.5,0.84,13.32,2.76,0.57,0.06,367.5,0,-2.14,0.76,1.63,2.14,0.164,0.215,125.91,100.37,1136.86,172.64,111.58,749,108,329,543,16.48,21.59,5.47,4.36,0.72,0.94,224.91,179.27,29.44,38.56,23.02,0.56,41.12,2.280893616,0.055465416,99.07,338.76,0.29,NA,NA,NA,NA,NA,NA,-0.251811973,1.362105319,1.995942163,1.334252642,2.001603924
175,Broadleaved shrub,S,woody,Atriplex nummularia,Amaranthaceae,GREEN,hi N,low P,HNLP,9/11/09,3,20,60,26.14,0.7,4.03,0.03,-0.63,-0.6,-0.63,1799.25,3.25,23.23,4.53,1.28,0.06,289,99,1.58,12.39,2.51,0.59,0.04,322,0,-1.15,0.55,0.63,1.15,0.194,0.354,35.93,29.01,207.15,40.35,11.44,108,33,252,522,5.62,10.28,2.02,1.63,0.32,0.58,5.91,4.77,0.92,1.69,17.75,6.08,2.92,1.990089782,0.682221413,112.14,376.56,0.3,NA,NA,NA,NA,NA,NA,0.783903579,1.249198357,2.049760552,1.011993115,1.462547729
