Site_name,numex_block,PlotID,PlotTreat,plant_id,Tree_species,LeaveNo,seedling_height,seedling_length,seedling_diameter,hole_area,leaf_area,specific_leaf_area,biomass_root,biomass_shoot,biomass_leaf,leaf_N,leaf_P
San Francisco,2,9,NP,GE-np-10,Graffenrieda emarginata,5,17,22,3,3.06,91.43,205.51,0.25,0.37,0.43,14.57369,0.827079359
San Francisco,2,9,NP,PSp-np-06,Palicourea angustifolia,13,13,13,1,0.06,19.13,272.43,0.04,0.03,0.07,17.98551,0.456768137
San Francisco,2,9,NP,PSp-np-07,Palicourea angustifolia,25,19,19,2,0.24,32.77,180.72,NULL,0.17,0.18,18.73813,1.085839558
San Francisco,2,9,NP,PSp-np-08,Palicourea angustifolia,9,30,30,2,2.81,56.62,298.94,0.39,0.33,0.18,26.13504,0.765968646
San Francisco,2,9,NP,PSp-np-09,Palicourea angustifolia,10,12,12,1,0.03,15.93,397.5,0.05,0.05,0.04,19.06423,NULL
San Francisco,2,9,NP,PSp-np-10,Palicourea angustifolia,10,9,10,1,1.37,31.91,1018,0.03,0.01,0.03,21.09469,NULL
San Francisco,3,11,P,GE-p-11,Graffenrieda emarginata,4,23,23.5,4.62,0.58,102.42,207.84,0.49,1.08,0.49,12.89418,1.067270499
San Francisco,3,11,P,GE-p-12,Graffenrieda emarginata,4,32,32,5.03,21.49,285.9,156.46,1.39,1.49,1.69,10.57912,2.970211701
San Francisco,3,11,P,GE-p-13,Graffenrieda emarginata,6,17,17,3.44,0.71,132.27,199.33,0.3,0.47,0.66,14.05608,0.599516064
San Francisco,3,11,P,GE-p-14,Graffenrieda emarginata,4,16,20,4.3,4.01,127.4,173.79,0.5,0.77,0.71,12.80008,3.926380514
San Francisco,3,11,P,GE-p-15,Graffenrieda emarginata,5,10,15,1.66,0.22,32.08,398.25,NULL,0.06,0.08,14.64301,0.713639825
San Francisco,3,11,P,PSp-p-11,Palicourea angustifolia,9,16,16.5,1.44,1.0485,20.1987,212.78,NULL,0.07,0.09,15.92273,0.501812592
San Francisco,3,11,P,PSp-p-12,Palicourea angustifolia,17,33,33,2.45,4.5264,105.6291,194.43,NULL,0.61,0.52,16.92736,0.785227987
San Francisco,3,11,P,PSp-p-13,Palicourea angustifolia,12,14,14,1.62,2.8327,30.5818,346.86,0.11,0.05,0.08,18.3733,1.661558497
San Francisco,3,11,P,PSp-p-14,Palicourea angustifolia,6,18,19.5,1.31,0.1013,30.0697,249.74,NULL,0.06,0.12,23.98268,0.650651875
San Francisco,3,11,P,PSp-p-15,Palicourea angustifolia,10,18.5,18.5,2.35,0.0042,45.1249,237.48,0.34,0.12,0.19,15.02853,1.17311548
San Francisco,3,12,con,GE-con-11,Graffenrieda emarginata,5,11,11,1.64,1.8,114.35,244.67,0.09,0.15,0.46,12.48357,0.5321631
San Francisco,3,12,con,GE-con-12,Graffenrieda emarginata,5,8.5,8.5,1.73,0.04,54.33,285.74,NULL,0.04,0.19,13.13485,0.537040509
San Francisco,3,12,con,GE-con-13,Graffenrieda emarginata,5,7.5,7.5,1.55,0.67,81.89,208.26,NULL,0.12,0.39,13.24387,0.652861346
San Francisco,3,12,con,GE-con-14,Graffenrieda emarginata,7,9.5,9.5,1.8,0,98.12,245.3,NULL,0.1,0.4,12.38948,0.469978825
San Francisco,3,12,con,GE-con-15,Graffenrieda emarginata,5,11,11,2.05,0.5,67.91,217.45,NULL,0.15,0.31,13.73775,0.613101051
San Francisco,3,12,con,PSp-con-11,Palicourea angustifolia,12,12.5,12.5,1.29,0.18,18.05,223.38,NULL,0.04,0.08,20.88883,0.674996213
San Francisco,3,12,con,PSp-con-12,Palicourea angustifolia,11,14.5,14.5,1.15,0.13,23.86,296.63,NULL,0.06,0.08,19.88942,0.644478909
San Francisco,3,12,con,PSp-con-13,Palicourea angustifolia,11,18.5,18.5,1.67,0.37,22.97,205.45,0.11,0.1,0.11,20.11513,0.630936922
San Francisco,3,12,con,PSp-con-14,Palicourea angustifolia,12,14,14,1.7,0.05,24.29,269.33,0.12,0.05,0.09,16.61456,0.555077809
San Francisco,3,12,con,PSp-con-15,Palicourea angustifolia,12,18,18,2.16,0.13,38.14,316.75,0.08,0.06,0.12,19.6966,0.632070072
San Francisco,3,13,N,GE-n-11,Graffenrieda emarginata,6,11,12.5,2.39,0.36,76.42,271.64,NULL,0.1,0.28,14.63178,0.449138562
San Francisco,3,13,N,GE-n-12,Graffenrieda emarginata,6,12,12,1.18,0.1,74.67,298.28,0.06,0.11,0.25,13.92133,0.466883706
San Francisco,3,13,N,GE-n-13,Graffenrieda emarginata,6,16,16,1.71,1.96,64.03,269.87,0.08,0.13,0.23,15.11096,0.581750746
San Francisco,3,13,N,GE-n-14,Graffenrieda emarginata,4,10,11,1.62,0.16,41.69,276.87,0.08,0.11,0.15,15.19041,0.460960052
San Francisco,3,13,N,GE-n-15,Graffenrieda emarginata,4,12.5,12.5,1.53,0.72,31.48,236.62,0.04,0.09,0.13,16.84117,0.454521565
San Francisco,3,13,N,PSp-n-11,Palicourea angustifolia,14,26.5,26.5,2.07,4.43,71.92,232.72,0.11,0.24,0.29,24.45365,0.883481507
San Francisco,3,13,N,PSp-n-12,Palicourea angustifolia,10,11,11,1.42,0.39,20.07,281.14,0.05,0.03,0.07,21.26399,0.629800392
San Francisco,3,13,N,PSp-n-13,Palicourea angustifolia,11,23.5,23.5,2.37,0.5,68.92,213.81,0.22,0.22,0.32,18.0059,0.600328332
San Francisco,3,13,N,PSp-n-14,Palicourea angustifolia,12,22,22,1.25,0.16,19.62,324.33,NULL,0.08,0.06,27.14005,0.580788196
San Francisco,3,13,N,PSp-n-15,Palicourea angustifolia,21,29,29,2.05,0.93,83.77,223.89,0.2,0.25,0.37,20.39094,0.58581045
San Francisco,3,14,NP,GE-np-11,Graffenrieda emarginata,4,23,23,3.5,2.09,200.67,194.69,0.57,0.77,1.02,14.30153,0.654369346
San Francisco,3,14,NP,GE-np-12,Graffenrieda emarginata,5,20.5,20.5,2.52,0.94,74.51,282.96,NULL,0.32,0.26,14.41515,0.693745849
San Francisco,3,14,NP,GE-np-13,Graffenrieda emarginata,4,13,13,2.56,0.3,48.56,201.08,0.2,0.17,0.24,13.71297,1.220638047
San Francisco,3,14,NP,GE-np-14,Graffenrieda emarginata,4,12,12,2.34,8.52,180.24,225.95,0.19,0.33,0.76,15.9184,1.009742906
San Francisco,3,14,NP,GE-np-15,Graffenrieda emarginata,8,14,14,1.29,0.19,87.92,313.32,0.06,0.1,0.28,16.3041,0.820863383
San Francisco,3,14,NP,PSp-np-11,Palicourea angustifolia,12,12,12,1.74,0.44,18.14,295,0.04,0.05,0.06,20.79705,0.788254357
San Francisco,3,14,NP,PSp-np-12,Palicourea angustifolia,7,12,12,1.53,1.1,16.2,302,0.04,0.03,0.05,22.37679,0.923076159
San Francisco,3,14,NP,PSp-np-13,Palicourea angustifolia,13,20.5,20.5,1.73,0.73,48.45,340.86,0.12,0.09,0.14,20.38816,0.816580374
San Francisco,3,14,NP,PSp-np-14,Palicourea angustifolia,11,15,15,1.4,0.84,38.78,291.85,NULL,0.06,0.13,25.53223,1.003055748
San Francisco,3,14,NP,PSp-np-15,Palicourea angustifolia,9,15.5,15.5,1.71,0.04,29.77,270.27,0.09,0.08,0.11,16.41556,0.586910721
San Francisco,4,16,P,GE-p-16,Graffenrieda emarginata,5,10,10,2.15,5.66,116.96,271.46,NULL,0.15,0.41,14.61741,4.053075035
San Francisco,4,16,P,GE-p-17,Graffenrieda emarginata,7,9,9,1.52,1.12,82.63,247,0.2,0.1,0.33,13.0127,0.562795092
San Francisco,4,16,P,GE-p-18,Graffenrieda emarginata,5,13,13,2.32,1.99,136.9,201.36,0.33,0.21,0.67,11.44736,0.532384035
San Francisco,4,16,P,GE-p-19,Graffenrieda emarginata,4,10,10,1.42,1.7,48.04,201.48,NULL,0.11,0.23,11.92292,1.551683021
San Francisco,4,16,P,GE-p-20,Graffenrieda emarginata,3,29,35,2.46,0.06,73.09,235.58,NULL,0.44,0.31,12.3355,0.535940983
San Francisco,4,16,P,PSp-p-16,Palicourea angustifolia,7,18.7,18.7,1.53,0.0011,28.0453,254.95,0.12,0.13,0.11,19.97697,3.276215211
San Francisco,4,16,P,PSp-p-17,Palicourea angustifolia,15,40,40,1.88,5.1141,93.0379,244.23,NULL,0.33,0.36,16.16649,0.691565156
San Francisco,4,16,P,PSp-p-18,Palicourea angustifolia,16,16,16,1.02,1.3395,23.7862,280.58,NULL,0.03,0.08,16.43283,0.621134383
San Francisco,4,16,P,PSp-p-19,Palicourea angustifolia,12,23.2,23.2,1.26,0.0547,32.9095,273.79,0.07,0.14,0.12,15.22389,1.162869849
San Francisco,4,16,P,PSp-p-20,Palicourea angustifolia,12,14,14,1.06,0.8463,17.1881,272.36,0.07,0.03,0.06,17.97108,0.743908429
San Francisco,4,17,con,GE-con-16,Graffenrieda emarginata,4,11,13,1.51,0.21,50.57,201.44,NULL,0.09,0.25,8.44363,0.348720906
San Francisco,4,17,con,GE-con-17,Graffenrieda emarginata,5,9.6,9.6,3,0.05,45.72,190.29,NULL,0.12,0.24,10.16864,0.472365016
San Francisco,4,17,con,GE-con-18,Graffenrieda emarginata,6,8.5,8.5,1.92,1.91,96.64,205.93,NULL,0.12,0.46,12.66112,0.497599021
San Francisco,4,17,con,GE-con-19,Graffenrieda emarginata,8,10,11,1.34,0,58.23,253.17,0.07,0.08,0.23,12.37218,0.452973436
San Francisco,4,17,con,GE-con-20,Graffenrieda emarginata,6,14,14,3.26,0.15,121.76,184.26,0.55,0.54,0.66,11.28436,0.464531008
San Francisco,4,17,con,PSp-con-16,Palicourea angustifolia,11,14,14,1.78,0.15,26.53,329.75,NULL,0.07,0.08,23.04656,0.68768139
San Francisco,4,17,con,PSp-con-17,Palicourea angustifolia,7,31,31,1.63,0.48,40.3,221.22,NULL,0.24,0.18,21.12026,0.589997227
San Francisco,4,17,con,PSp-con-18,Palicourea angustifolia,13,16.5,16.5,1.02,0,14.97,249.5,NULL,0.04,0.06,17.03484,0.474972627
San Francisco,4,17,con,PSp-con-19,Palicourea angustifolia,9,17,17.5,0.94,0.04,14.21,354.25,NULL,0.05,0.04,19.90333,0.530896856
San Francisco,4,17,con,PSp-con-20,Palicourea angustifolia,12,23,23,1.8,0.13,51.96,259.15,NULL,0.11,0.2,19.60163,0.651072159
San Francisco,4,18,NP,GE-np-16,Graffenrieda emarginata,10,14,14,1.96,0.7,100.4,231.86,0.1,0.2,0.43,14.81853,0.651289108
San Francisco,4,18,NP,GE-np-17,Graffenrieda emarginata,5,10,13,1.43,3.23,79.24,253.37,0.09,0.09,0.3,15.49581,0.713911906
San Francisco,4,18,NP,GE-np-18,Graffenrieda emarginata,8,8,14,2.19,19.9,141.08,252.46,0.22,0.15,0.48,16.94696,0.70237576
San Francisco,4,18,NP,GE-np-19,Graffenrieda emarginata,4,10,10.5,1.61,2.03,53,231.68,NULL,0.11,0.22,15.35102,0.714258845
San Francisco,4,18,NP,GE-np-20,Graffenrieda emarginata,4,14.2,16.2,2.36,0.15,70.45,319.55,NULL,0.12,0.22,14.42287,2.322077392
San Francisco,4,18,NP,PSp-np-16,Palicourea angustifolia,8,12,12,1.06,0,19.11,477.75,NULL,0.09,0.04,26.11241,0.572293803
San Francisco,4,18,NP,PSp-np-17,Palicourea angustifolia,12,18,18,1.42,0.06,54.71,496.82,NULL,0.05,0.11,19.51586,0.589439607
San Francisco,4,18,NP,PSp-np-18,Palicourea angustifolia,9,22,22,1.99,0,55.97,310.94,NULL,0.2,0.18,11.40864,0.386879106
San Francisco,4,18,NP,PSp-np-19,Palicourea angustifolia,16,10,12,1,0.26,13.25,259.8,0.04,0.02,0.05,20.18619,0.481701525
San Francisco,4,18,NP,PSp-np-20,Palicourea angustifolia,11,16,16,1.64,0,9.41,67.21,0.13,0.12,0.14,20.73037,0.658423157
San Francisco,4,19,N,GE-n-16,Graffenrieda emarginata,6,15.5,15.5,2.16,2.86,86.49,214.44,0.35,0.28,0.39,14.10404,0.46842485
San Francisco,4,19,N,GE-n-17,Graffenrieda emarginata,10,14,15,1.81,2.63,162.86,216.53,NULL,0.26,0.74,15.39032,0.562252708
San Francisco,4,19,N,GE-n-18,Graffenrieda emarginata,6,16,18,3.04,4.55,18.42,17.78,NULL,0.39,0.78,16.40823,0.561318639
San Francisco,4,19,N,GE-n-19,Graffenrieda emarginata,4,6,11,2.36,1.66,41.35,264.6,NULL,0.08,0.15,13.62066,0.583227313
San Francisco,4,19,N,GE-n-20,Graffenrieda emarginata,3,15,17,2.42,0.9,62.85,238.27,NULL,0.29,0.26,18.1015,0.466383139
San Francisco,4,19,N,PSp-n-16,Palicourea angustifolia,12,17.5,17.5,1.6,0.06,25.48,282.44,NULL,0.01,0.09,18.8097,0.507254792
San Francisco,4,19,N,PSp-n-17,Palicourea angustifolia,9,10,17,1.04,0.5,17.76,345.2,NULL,0.06,0.05,NULL,NULL
San Francisco,4,19,N,PSp-n-18,Palicourea angustifolia,13,12,12,0.97,1.39,18.81,435.5,0.02,0.01,0.04,19.81533,0.387447391
San Francisco,4,19,N,PSp-n-19,Palicourea angustifolia,13,40,43,2.04,0.74,40.63,284.93,NULL,0.43,0.14,26.13348,0.630167927
San Francisco,4,19,N,PSp-n-20,Palicourea angustifolia,8,10,11.5,1.08,0,12.49,312.25,NULL,0.02,0.04,24.76164,0.576152181
